iShares Russell 1000 ETF
Fund Holdings as of,"Sep 18, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"123,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","7,969,352.78","0.03","7,969,352.78","71,174.00","111.97","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","7,949,649.21","0.03","7,949,649.21","37,753.00","210.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","7,937,517.03","0.03","7,937,517.03","59,417.00","133.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHK","CHESAPEAKE ENERGY CORP","Energy","Equity","7,930,016.64","0.03","7,930,016.64","92,988.00","85.28","United States","NASDAQ","USD","1.00","USD","-"
"PEAK","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","7,908,124.84","0.03","7,908,124.84","397,793.00","19.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","7,900,842.95","0.03","7,900,842.95","85,001.00","92.95","United States","NASDAQ","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","7,850,455.85","0.03","7,850,455.85","77,003.00","101.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","7,845,539.06","0.03","7,845,539.06","268,867.00","29.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","7,819,597.26","0.03","7,819,597.26","151,719.00","51.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDAY","CERIDIAN HCM HOLDING INC","Industrials","Equity","7,816,988.06","0.03","7,816,988.06","108,059.00","72.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","7,776,304.50","0.03","7,776,304.50","19,450.00","399.81","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","7,774,055.58","0.03","7,774,055.58","683,734.00","11.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","7,739,594.10","0.03","7,739,594.10","65,562.00","118.05","United States","NASDAQ","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","7,736,928.72","0.03","7,736,928.72","151,764.00","50.98","United States","NASDAQ","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","7,724,159.55","0.03","7,724,159.55","4,245.00","1,819.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","7,672,835.21","0.03","7,672,835.21","403,621.00","19.01","United States","NASDAQ","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","7,656,911.09","0.03","7,656,911.09","48,823.00","156.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","7,627,872.24","0.03","7,627,872.24","88,041.00","86.64","United States","NASDAQ","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","7,629,754.28","0.03","7,629,754.28","272,686.00","27.98","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","7,615,016.01","0.03","7,615,016.01","27,041.00","281.61","United States","NASDAQ","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","7,549,865.58","0.02","7,549,865.58","124,053.00","60.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXP","BOSTON PROPERTIES REIT INC","Real Estate","Equity","7,515,864.18","0.02","7,515,864.18","115,027.00","65.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","7,475,731.20","0.02","7,475,731.20","37,082.00","201.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","7,476,994.80","0.02","7,476,994.80","85,140.00","87.82","United States","NASDAQ","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","7,473,816.98","0.02","7,473,816.98","361,753.00","20.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","7,457,645.16","0.02","7,457,645.16","207,676.00","35.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","7,458,073.94","0.02","7,458,073.94","41,198.00","181.03","United States","NASDAQ","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","7,408,559.95","0.02","7,408,559.95","34,345.00","215.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","7,385,140.91","0.02","7,385,140.91","75,971.00","97.21","United States","NASDAQ","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","7,255,567.76","0.02","7,255,567.76","33,362.00","217.48","United States","NASDAQ","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","7,204,518.27","0.02","7,204,518.27","34,101.00","211.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","7,201,892.25","0.02","7,201,892.25","65,205.00","110.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","7,179,499.00","0.02","7,179,499.00","187,945.00","38.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","7,151,468.61","0.02","7,151,468.61","305,227.00","23.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","7,152,024.75","0.02","7,152,024.75","44,475.00","160.81","United States","NASDAQ","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","7,114,857.70","0.02","7,114,857.70","99,998.00","71.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","7,114,118.70","0.02","7,114,118.70","28,158.00","252.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","7,095,243.15","0.02","7,095,243.15","73,245.00","96.87","United States","NASDAQ","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","7,080,956.30","0.02","7,080,956.30","48,730.00","145.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","7,071,470.98","0.02","7,071,470.98","95,483.00","74.06","United States","NASDAQ","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","7,065,914.64","0.02","7,065,914.64","84,088.00","84.03","United States","NASDAQ","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","7,044,770.70","0.02","7,044,770.70","210,606.00","33.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","7,042,415.84","0.02","7,042,415.84","140,792.00","50.02","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","7,033,868.40","0.02","7,033,868.40","48,711.00","144.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","7,021,005.60","0.02","7,021,005.60","77,752.00","90.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","7,013,521.36","0.02","7,013,521.36","35,258.00","198.92","United States","NASDAQ","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","7,007,069.80","0.02","7,007,069.80","171,322.00","40.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEN","PENUMBRA INC","Health Care","Equity","6,973,752.00","0.02","6,973,752.00","26,592.00","262.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","6,974,079.62","0.02","6,974,079.62","113,714.00","61.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","6,945,811.60","0.02","6,945,811.60","143,390.00","48.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","6,943,854.68","0.02","6,943,854.68","75,362.00","92.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","6,827,974.20","0.02","6,827,974.20","87,036.00","78.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","6,811,953.96","0.02","6,811,953.96","321,622.00","21.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","6,809,836.78","0.02","6,809,836.78","167,854.00","40.57","Germany","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","6,806,454.57","0.02","6,806,454.57","154,657.00","44.01","United States","NASDAQ","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","6,803,280.36","0.02","6,803,280.36","120,754.00","56.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","6,772,241.33","0.02","6,772,241.33","166,027.00","40.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","6,770,226.24","0.02","6,770,226.24","64,368.00","105.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRK","WESTROCK","Materials","Equity","6,763,590.54","0.02","6,763,590.54","185,101.00","36.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","6,730,618.50","0.02","6,730,618.50","91,275.00","73.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","6,727,310.87","0.02","6,727,310.87","90,433.00","74.39","United States","NASDAQ","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","6,722,679.00","0.02","6,722,679.00","169,124.00","39.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","6,696,874.21","0.02","6,696,874.21","178,061.00","37.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","6,697,456.57","0.02","6,697,456.57","48,007.00","139.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","6,655,193.40","0.02","6,655,193.40","16,015.00","415.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","6,651,418.18","0.02","6,651,418.18","109,147.00","60.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","6,628,678.20","0.02","6,628,678.20","73,140.00","90.63","United States","NASDAQ","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","6,620,910.45","0.02","6,620,910.45","164,087.00","40.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","6,609,104.97","0.02","6,609,104.97","116,337.00","56.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","6,590,936.80","0.02","6,590,936.80","233,060.00","28.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","6,585,745.21","0.02","6,585,745.21","83,269.00","79.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","6,537,804.56","0.02","6,537,804.56","40,124.00","162.94","United States","NASDAQ","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","6,538,234.00","0.02","6,538,234.00","175,100.00","37.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","6,492,496.16","0.02","6,492,496.16","148,366.00","43.76","United States","NASDAQ","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","6,486,518.64","0.02","6,486,518.64","32,172.00","201.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","6,457,560.27","0.02","6,457,560.27","97,827.00","66.01","United States","NASDAQ","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","6,437,339.30","0.02","6,437,339.30","197,162.00","32.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","6,437,718.40","0.02","6,437,718.40","243,392.00","26.45","United States","NASDAQ","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","6,395,637.17","0.02","6,395,637.17","82,069.00","77.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIVE","FIVE BELOW INC","Consumer Discretionary","Equity","6,315,147.02","0.02","6,315,147.02","40,114.00","157.43","United States","NASDAQ","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","6,261,358.42","0.02","6,261,358.42","52,643.00","118.94","United States","NASDAQ","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","6,247,914.80","0.02","6,247,914.80","103,528.00","60.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","6,244,450.11","0.02","6,244,450.11","76,497.00","81.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","6,236,790.79","0.02","6,236,790.79","37,073.00","168.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","6,225,586.32","0.02","6,225,586.32","27,411.00","227.12","United States","NASDAQ","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","6,217,607.66","0.02","6,217,607.66","38,698.00","160.67","United States","NASDAQ","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","6,205,439.79","0.02","6,205,439.79","195,201.00","31.79","United States","NASDAQ","USD","1.00","USD","-"
"CTLT","CATALENT INC","Health Care","Equity","6,189,723.54","0.02","6,189,723.54","131,166.00","47.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","6,179,473.45","0.02","6,179,473.45","100,561.00","61.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","6,162,958.56","0.02","6,162,958.56","470,096.00","13.11","United States","NASDAQ","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","6,153,595.92","0.02","6,153,595.92","48,978.00","125.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","6,139,652.64","0.02","6,139,652.64","23,432.00","262.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","6,124,638.24","0.02","6,124,638.24","143,367.00","42.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","6,113,243.52","0.02","6,113,243.52","113,968.00","53.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","6,095,195.64","0.02","6,095,195.64","28,713.00","212.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSC","WILLSCOT MOBILE MINI HOLDINGS CORP","Industrials","Equity","6,049,695.82","0.02","6,049,695.82","144,109.00","41.98","United States","NASDAQ","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","6,049,719.28","0.02","6,049,719.28","93,896.00","64.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","6,051,513.78","0.02","6,051,513.78","53,322.00","113.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","6,039,586.80","0.02","6,039,586.80","45,630.00","132.36","United States","NASDAQ","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","6,035,114.16","0.02","6,035,114.16","167,224.00","36.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYCB","NEW YORK COMMUNITY BANCORP INC","Financials","Equity","6,015,329.28","0.02","6,015,329.28","522,164.00","11.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","6,011,235.92","0.02","6,011,235.92","60,824.00","98.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","5,980,195.04","0.02","5,980,195.04","89,044.00","67.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","5,962,244.30","0.02","5,962,244.30","284,594.00","20.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","5,952,380.71","0.02","5,952,380.71","29,633.00","200.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","5,937,950.20","0.02","5,937,950.20","50,194.00","118.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","5,905,695.62","0.02","5,905,695.62","43,262.00","136.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC","Consumer Discretionary","Equity","5,901,903.07","0.02","5,901,903.07","19,607.00","301.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","5,875,010.40","0.02","5,875,010.40","83,440.00","70.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","5,831,064.32","0.02","5,831,064.32","60,338.00","96.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","5,827,228.38","0.02","5,827,228.38","672,114.00","8.67","United States","NASDAQ","USD","1.00","USD","-"
"PCTY","PAYLOCITY HOLDING CORP","Industrials","Equity","5,822,352.76","0.02","5,822,352.76","30,842.00","188.78","United States","NASDAQ","USD","1.00","USD","-"
"PARA","PARAMOUNT GLOBAL CLASS B","Communication","Equity","5,817,155.20","0.02","5,817,155.20","427,732.00","13.60","United States","NASDAQ","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","5,808,466.10","0.02","5,808,466.10","78,334.00","74.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","5,801,261.04","0.02","5,801,261.04","176,116.00","32.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NATI","NATIONAL INSTRUMENTS CORP","Information Technology","Equity","5,795,027.20","0.02","5,795,027.20","97,232.00","59.60","United States","NASDAQ","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","5,795,601.90","0.02","5,795,601.90","168,330.00","34.43","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","5,742,285.90","0.02","5,742,285.90","89,934.00","63.85","United States","NASDAQ","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","5,737,167.44","0.02","5,737,167.44","15,602.00","367.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","5,725,444.02","0.02","5,725,444.02","27,959.00","204.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","5,720,077.84","0.02","5,720,077.84","44,888.00","127.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","5,717,399.83","0.02","5,717,399.83","200,119.00","28.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","5,691,652.35","0.02","5,691,652.35","32,129.00","177.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","5,677,692.72","0.02","5,677,692.72","40,474.00","140.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","5,672,748.62","0.02","5,672,748.62","60,886.00","93.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","5,674,080.72","0.02","5,674,080.72","148,071.00","38.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BERY","BERRY GLOBAL GROUP INC","Materials","Equity","5,653,386.30","0.02","5,653,386.30","89,311.00","63.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","5,643,790.92","0.02","5,643,790.92","33,582.00","168.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","5,641,509.96","0.02","5,641,509.96","126,804.00","44.49","United States","NASDAQ","USD","1.00","USD","-"
"SWAV","SHOCKWAVE MEDICAL INC","Health Care","Equity","5,608,735.88","0.02","5,608,735.88","26,554.00","211.22","United States","NASDAQ","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","5,610,209.04","0.02","5,610,209.04","281,637.00","19.92","United States","NASDAQ","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","5,582,572.38","0.02","5,582,572.38","42,966.00","129.93","United States","NASDAQ","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","5,575,169.74","0.02","5,575,169.74","103,034.00","54.11","United States","NASDAQ","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","5,571,264.48","0.02","5,571,264.48","45,328.00","122.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","5,564,015.40","0.02","5,564,015.40","212,367.00","26.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","5,554,226.74","0.02","5,554,226.74","156,281.00","35.54","United States","NASDAQ","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","5,545,944.18","0.02","5,545,944.18","27,198.00","203.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","5,546,395.62","0.02","5,546,395.62","34,218.00","162.09","United States","NASDAQ","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","5,532,557.16","0.02","5,532,557.16","211,732.00","26.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","5,513,799.84","0.02","5,513,799.84","171,449.00","32.16","United States","NASDAQ","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","5,500,989.12","0.02","5,500,989.12","89,056.00","61.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","5,502,004.20","0.02","5,502,004.20","35,310.00","155.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","5,488,865.66","0.02","5,488,865.66","269,194.00","20.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","5,473,111.05","0.02","5,473,111.05","48,073.00","113.85","United States","NASDAQ","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","5,468,590.78","0.02","5,468,590.78","10,694.00","511.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","5,456,280.32","0.02","5,456,280.32","198,266.00","27.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","5,453,091.00","0.02","5,453,091.00","42,850.00","127.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPX","TEMPUR SEALY INTERNATIONAL INC","Consumer Discretionary","Equity","5,444,710.88","0.02","5,444,710.88","122,024.00","44.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","5,445,877.32","0.02","5,445,877.32","254,124.00","21.43","United States","NASDAQ","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","5,432,036.70","0.02","5,432,036.70","172,610.00","31.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","5,383,104.74","0.02","5,383,104.74","39,287.00","137.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","5,363,047.80","0.02","5,363,047.80","16,830.00","318.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","5,356,824.48","0.02","5,356,824.48","39,024.00","137.27","United States","NASDAQ","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","5,333,008.80","0.02","5,333,008.80","63,120.00","84.49","United States","NASDAQ","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","5,331,863.45","0.02","5,331,863.45","113,083.00","47.15","United States","NASDAQ","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","5,316,554.32","0.02","5,316,554.32","108,812.00","48.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","5,303,186.01","0.02","5,303,186.01","199,593.00","26.57","United States","NASDAQ","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","5,292,428.05","0.02","5,292,428.05","174,265.00","30.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
