iShares Russell 1000 ETF
Fund Holdings as of,"Sep 18, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"123,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","1,853,089.44","0.01","1,853,089.44","24,306.00","76.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","1,832,274.80","0.01","1,832,274.80","55,189.00","33.20","United States","NASDAQ","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","1,809,087.84","0.01","1,809,087.84","25,639.00","70.56","United States","NASDAQ","USD","1.00","USD","-"
"ICUI","ICU MEDICAL INC","Health Care","Equity","1,806,402.15","0.01","1,806,402.15","14,457.00","124.95","United States","NASDAQ","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","1,803,721.14","0.01","1,803,721.14","79,846.00","22.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","1,801,593.27","0.01","1,801,593.27","49,617.00","36.31","United States","NASDAQ","USD","1.00","USD","-"
"RCM","R1 RCM INC","Health Care","Equity","1,794,480.30","0.01","1,794,480.30","112,015.00","16.02","United States","NASDAQ","USD","1.00","USD","-"
"AGR","AVANGRID INC","Utilities","Equity","1,783,752.16","0.01","1,783,752.16","51,494.00","34.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","1,772,556.69","0.01","1,772,556.69","21,509.00","82.41","United States","NASDAQ","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","1,765,388.88","0.01","1,765,388.88","85,038.00","20.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCCS","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","1,764,351.16","0.01","1,764,351.16","147,521.00","11.96","United States","NASDAQ","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","1,759,181.99","0.01","1,759,181.99","85,273.00","20.63","United States","NASDAQ","USD","1.00","USD","-"
"KSS","KOHLS CORP","Consumer Discretionary","Equity","1,739,127.04","0.01","1,739,127.04","81,116.00","21.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","1,714,623.76","0.01","1,714,623.76","93,593.00","18.32","United States","NASDAQ","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","1,699,232.60","0.01","1,699,232.60","50,860.00","33.41","United States","NASDAQ","USD","1.00","USD","-"
"HCP","HASHICORP INC CLASS A","Information Technology","Equity","1,695,781.08","0.01","1,695,781.08","68,049.00","24.92","United States","NASDAQ","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","1,586,836.32","0.01","1,586,836.32","29,424.00","53.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","1,588,308.33","0.01","1,588,308.33","76,251.00","20.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AYX","ALTERYX INC CLASS A","Information Technology","Equity","1,578,540.48","0.01","1,578,540.48","43,224.00","36.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTZ","HERTZ GLOBAL HLDGS INC","Industrials","Equity","1,562,210.00","0.01","1,562,210.00","98,500.00","15.86","United States","NASDAQ","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","1,498,699.40","0.00","1,498,699.40","60,020.00","24.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","1,480,534.08","0.00","1,480,534.08","104,928.00","14.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","1,476,991.36","0.00","1,476,991.36","47,008.00","31.42","United States","NASDAQ","USD","1.00","USD","-"
"GPS","GAP INC","Consumer Discretionary","Equity","1,469,630.01","0.00","1,469,630.01","145,077.00","10.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NFE","NEW FORTRESS ENERGY INC CLASS A","Energy","Equity","1,458,910.53","0.00","1,458,910.53","47,537.00","30.69","United States","NASDAQ","USD","1.00","USD","-"
"NVCR","NOVOCURE LTD","Health Care","Equity","1,421,154.66","0.00","1,421,154.66","75,513.00","18.82","United States","NASDAQ","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","1,408,910.48","0.00","1,408,910.48","36,163.00","38.96","United States","NASDAQ","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","1,391,385.00","0.00","1,391,385.00","201,650.00","6.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","1,299,384.30","0.00","1,299,384.30","30,545.00","42.54","United States","NASDAQ","USD","1.00","USD","-"
"SPR","SPIRIT AEROSYSTEMS INC CLASS A","Industrials","Equity","1,271,972.00","0.00","1,271,972.00","80,200.00","15.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","1,248,775.90","0.00","1,248,775.90","71,810.00","17.39","United States","NASDAQ","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","1,228,568.18","0.00","1,228,568.18","43,229.00","28.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Communication","Equity","1,215,996.70","0.00","1,215,996.70","54,529.00","22.30","United States","NASDAQ","USD","1.00","USD","-"
"TRIP","TRIPADVISOR INC","Communication","Equity","1,202,464.40","0.00","1,202,464.40","74,456.00","16.15","United States","NASDAQ","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","1,188,887.49","0.00","1,188,887.49","77,553.00","15.33","United States","NASDAQ","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","1,185,070.62","0.00","1,185,070.62","84,769.00","13.98","United States","NASDAQ","USD","1.00","USD","-"
"JWN","NORDSTROM INC","Consumer Discretionary","Equity","1,171,771.85","0.00","1,171,771.85","80,645.00","14.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DISH","DISH NETWORK CORP CLASS A","Communication","Equity","1,155,341.44","0.00","1,155,341.44","181,088.00","6.38","United States","NASDAQ","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","1,134,197.58","0.00","1,134,197.58","12,251.00","92.58","United States","NASDAQ","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE CORP SER","Communication","Equity","1,130,500.56","0.00","1,130,500.56","18,606.00","60.76","United States","NASDAQ","USD","1.00","USD","-"
"CHPT","CHARGEPOINT HOLDINGS INC CLASS A","Industrials","Equity","1,114,425.36","0.00","1,114,425.36","207,528.00","5.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","1,089,161.20","0.00","1,089,161.20","235,240.00","4.63","United States","NASDAQ","USD","1.00","USD","-"
"LLYVK","LIBERTY MEDIA LIBERTY LIVE CORP SE","Communication","Equity","1,082,581.50","0.00","1,082,581.50","33,990.00","31.85","United States","NASDAQ","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","Consumer Discretionary","Equity","1,077,239.34","0.00","1,077,239.34","60,758.00","17.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LENB","LENNAR CORP CLASS B","Consumer Discretionary","Equity","1,063,776.78","0.00","1,063,776.78","10,137.00","104.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","1,036,412.02","0.00","1,036,412.02","88,658.00","11.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","1,036,559.14","0.00","1,036,559.14","79,369.00","13.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","1,025,732.16","0.00","1,025,732.16","39,573.00","25.92","United States","NASDAQ","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","1,026,029.88","0.00","1,026,029.88","144,308.00","7.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNDM","TANDEM DIABETES CARE INC","Health Care","Equity","1,023,620.76","0.00","1,023,620.76","46,234.00","22.14","United States","NASDAQ","USD","1.00","USD","-"
"MRTX","MIRATI THERAPEUTICS INC","Health Care","Equity","990,627.02","0.00","990,627.02","31,142.00","31.81","United States","NASDAQ","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","951,658.50","0.00","951,658.50","102,882.00","9.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHIN","PHINIA INC","Consumer Discretionary","Equity","930,654.01","0.00","930,654.01","34,253.00","27.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","923,266.24","0.00","923,266.24","151,853.00","6.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYCR","PAYCOR HCM INC","Industrials","Equity","916,005.76","0.00","916,005.76","41,336.00","22.16","United States","NASDAQ","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","880,887.63","0.00","880,887.63","135,313.00","6.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRVI","MARAVAI LIFESCIENCES HOLDINGS INC","Health Care","Equity","864,096.20","0.00","864,096.20","85,385.00","10.12","United States","NASDAQ","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","862,271.60","0.00","862,271.60","35,339.00","24.40","United States","NASDAQ","USD","1.00","USD","-"
"SEB","SEABOARD CORP","Consumer Staples","Equity","771,840.00","0.00","771,840.00","201.00","3,840.00","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","730,554.60","0.00","730,554.60","18,173.00","40.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INFA","INFORMATICA INC CLASS A","Information Technology","Equity","722,288.40","0.00","722,288.40","33,815.00","21.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRVN","DRIVEN BRANDS HOLDINGS INC","Industrials","Equity","615,439.86","0.00","615,439.86","45,997.00","13.38","United States","NASDAQ","USD","1.00","USD","-"
"CWENA","CLEARWAY ENERGY INC CLASS A","Utilities","Equity","597,803.18","0.00","597,803.18","25,406.00","23.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFSL","TFS FINANCIAL CORP","Financials","Equity","540,156.72","0.00","540,156.72","43,702.00","12.36","United States","NASDAQ","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","478,591.06","0.00","478,591.06","3,074.00","155.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLYVA","LIBERTY MEDIA LIBERTY LIVE CORP SE","Communication","Equity","450,237.18","0.00","450,237.18","14,239.00","31.62","United States","NASDAQ","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","408,334.24","0.00","408,334.24","11,884.00","34.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHAL","U HAUL HOLDING","Industrials","Equity","378,004.62","0.00","378,004.62","6,566.00","57.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMBP","ARDAGH METAL PACKAGING SA","Materials","Equity","361,455.04","0.00","361,455.04","108,872.00","3.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UWMC","UWM HOLDINGS CORP CLASS A","Financials","Equity","357,454.05","0.00","357,454.05","66,565.00","5.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCW","MISTER CAR WASH INC","Consumer Discretionary","Equity","337,577.49","0.00","337,577.49","55,983.00","6.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMC","AMC ENTERTAINMENT HOLDINGS INC CLA","Communication","Equity","331,687.20","0.00","331,687.20","42,524.00","7.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WOOF","PETCO HEALTH AND WELLNESS COMPANY","Consumer Discretionary","Equity","237,347.60","0.00","237,347.60","58,460.00","4.06","United States","NASDAQ","USD","1.00","USD","-"
"OLPX","OLAPLEX HOLDINGS INC","Consumer Staples","Equity","188,739.54","0.00","188,739.54","90,306.00","2.09","United States","NASDAQ","USD","1.00","USD","-"
"PLTK","PLAYTIKA HOLDING CORP","Communication","Equity","174,528.93","0.00","174,528.93","17,263.00","10.11","United States","NASDAQ","USD","1.00","USD","-"
"PARAA","PARAMOUNT GLOBAL CLASS A","Communication","Equity","146,732.30","0.00","146,732.30","8,606.00","17.05","United States","NASDAQ","USD","1.00","USD","-"
"ARD","ARDAGH GROUP SA CLASS A","Materials","Equity","71,165.93","0.00","71,165.93","12,001.00","5.93","Luxembourg","New York Stock Exchange Inc.","USD","1.00","USD","-"
"-","ESC GCI LIBERTY INC SR ESCROW","Communication","Equity","0.70","0.00","0.70","70,458.00","0.00","United States","NASDAQ","USD","1.00","USD","-"
"FAZ3","S&P MID 400 EMINI DEC 23","Cash and/or Derivatives","Futures","0.00","0.00","4,401,980.00","17.00","2,589.40","-","Index And Options Market","USD","1.00","USD","-"
"ESZ3","S&P500 EMINI DEC 23","Cash and/or Derivatives","Futures","0.00","0.00","60,545,175.00","269.00","4,501.50","-","Index And Options Market","USD","1.00","USD","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners.
iCRMH0323U/S-2742939"
